CODE,Country,Date,Confirmed Cases,Daily Confirmed,Deaths,Daily Deaths,Recovered,Daily Recovered,Region,Income Level,GDP,Population
BFA,Burkina Faso,2020-03-10,1,1,0,0,0,0,Sub-Saharan Africa,Low income,16266000000,20321378
DZA,Algeria,2020-03-03,5,2,0,0,0,0,Middle East & North Africa,Upper middle income,193056000000,43053054
DZA,Algeria,2020-03-06,17,5,0,0,0,0,Middle East & North Africa,Upper middle income,193056000000,43053054
DZA,Algeria,2020-06-04,9831,98,681,8,6297,79,Middle East & North Africa,Upper middle income,193056000000,43053054
AGO,Angola,2020-04-20,24,0,2,0,6,0,Sub-Saharan Africa,Lower middle income,96426000000,31825295
GAB,Gabon,2020-05-31,2655,0,17,0,722,0,Sub-Saharan Africa,Upper middle income,17893000000,2172579
HTI,Haiti,2020-03-29,15,7,0,0,1,1,Latin America & Caribbean,Low income,9648000000,11263770
HTI,Haiti,2020-04-27,76,2,6,0,8,1,Latin America & Caribbean,Low income,9648000000,11263770
HTI,Haiti,2020-05-29,1584,264,35,1,22,0,Latin America & Caribbean,Low income,9648000000,11263770
LBN,Lebanon,2020-03-13,77,16,3,0,1,0,Middle East & North Africa,Upper middle income,60620000000,6855713
LBN,Lebanon,2020-03-22,248,61,4,0,8,4,Middle East & North Africa,Upper middle income,60620000000,6855713
LBN,Lebanon,2020-04-20,677,4,21,0,103,1,Middle East & North Africa,Upper middle income,60620000000,6855713
LBN,Lebanon,2020-05-13,878,8,26,0,236,2,Middle East & North Africa,Upper middle income,60620000000,6855713
BRA,Brazil,2020-04-14,25262,1832,1532,204,3046,2873,Latin America & Caribbean,Upper middle income,2062500000000,211049527
BFA,Burkina Faso,2020-05-13,773,7,51,0,592,4,Sub-Saharan Africa,Low income,16266000000,20321378
BFA,Burkina Faso,2020-05-16,782,2,51,0,604,9,Sub-Saharan Africa,Low income,16266000000,20321378
BFA,Burkina Faso,2020-05-19,796,0,51,0,652,0,Sub-Saharan Africa,Low income,16266000000,20321378
BFA,Burkina Faso,2020-06-08,890,1,53,0,765,0,Sub-Saharan Africa,Low income,16266000000,20321378
HTI,Haiti,2020-03-23,6,4,0,0,0,0,Latin America & Caribbean,Low income,9648000000,11263770
HTI,Haiti,2020-05-23,865,53,26,1,22,0,Latin America & Caribbean,Low income,9648000000,11263770
HTI,Haiti,2020-05-26,1174,216,33,6,22,0,Latin America & Caribbean,Low income,9648000000,11263770
FIN,Finland,2020-02-25,1,0,0,0,1,0,Europe,High income,289243000000,5532156
HUN,Hungary,2020-06-19,4081,2,568,0,2581,17,Europe,High income,177734000000,9684679
MNG,Mongolia,2020-04-26,38,1,0,0,9,0,Central Asia,Lower middle income,14960000000,3225167
MUS,Mauritius,2020-05-19,332,0,10,0,322,0,Sub-Saharan Africa,Upper middle income,15757000000,1198575
DNK,Denmark,2020-04-14,6706,193,299,14,2689,286,Europe,High income,364546000000,5771876
HUN,Hungary,2020-03-27,300,39,10,0,34,6,Europe,High income,177734000000,9684679
HUN,Hungary,2020-04-28,2649,66,291,11,516,18,Europe,High income,177734000000,9684679
BRB,Barbados,2020-04-28,80,0,6,0,39,0,Latin America & Caribbean,High income,5339000000,287025
BRB,Barbados,2020-05-01,81,0,7,0,39,0,Latin America & Caribbean,High income,5339000000,287025
MDG,Madagascar,2020-04-04,70,0,0,0,0,0,Sub-Saharan Africa,Low income,13542000000,26969307
BWQ,Botswana,2020-04-04,4,0,1,0,0,0,Sub-Saharan Africa,Upper middle income,20873000000,2303697
BWQ,Botswana,2020-05-03,23,0,1,0,8,0,Sub-Saharan Africa,Upper middle income,20873000000,2303697
BWQ,Botswana,2020-06-01,38,3,1,0,20,0,Sub-Saharan Africa,Upper middle income,20873000000,2303697
GRD,Grenada,2020-06-21,23,0,0,0,23,0,Latin America & Caribbean,Upper middle income,1330000000,112003
KHM,Cambodia,2020-04-28,122,0,0,0,119,0,East Asia & Pacific,Lower middle income,29309000000,16486542
CMR,Cameroon,2020-04-27,1705,84,58,2,805,19,Sub-Saharan Africa,Lower middle income,42047000000,25876380
CMR,Cameroon,2020-06-21,11892,282,303,2,7710,8,Sub-Saharan Africa,Lower middle income,42047000000,25876380
CAN,Canada,2020-02-18,8,0,0,0,1,0,North America,High income,1832490000000,37411047
CAN,Canada,2020-06-19,102314,437,8408,47,64318,536,North America,High income,1832490000000,37411047
TCD,Chad,2020-04-19,33,0,0,0,8,0,Sub-Saharan Africa,Low income,12547000000,15946876
TCD,Chad,2020-04-22,33,0,0,0,8,0,Sub-Saharan Africa,Low income,12547000000,15946876
BLZ,Belize,2020-03-28,2,0,0,0,0,0,Latin America & Caribbean,Upper middle income,2071000000,390353
BRB,Barbados,2020-06-02,92,0,7,0,76,0,Latin America & Caribbean,High income,5339000000,287025
BLR,Belarus,2020-03-11,9,0,0,0,3,0,Europe,Upper middle income,63664000000,9452411
BLR,Belarus,2020-03-14,27,0,0,0,3,0,Europe,Upper middle income,63664000000,9452411
BLR,Belarus,2020-06-09,50265,812,282,6,24506,626,Europe,Upper middle income,63664000000,9452411
BLR,Belarus,2020-06-12,52520,704,298,5,27760,1117,Europe,Upper middle income,63664000000,9452411
BLR,Belarus,2020-06-15,54680,707,312,4,30420,317,Europe,Upper middle income,63664000000,9452411
BLZ,Belize,2020-04-23,18,0,2,0,5,3,Latin America & Caribbean,Upper middle income,2071000000,390353
BLZ,Belize,2020-04-26,18,0,2,0,5,0,Latin America & Caribbean,Upper middle income,2071000000,390353
BLZ,Belize,2020-05-19,18,0,2,0,16,0,Latin America & Caribbean,Upper middle income,2071000000,390353
BLZ,Belize,2020-05-22,18,0,2,0,16,0,Latin America & Caribbean,Upper middle income,2071000000,390353
BLZ,Belize,2020-05-25,18,0,2,0,16,0,Latin America & Caribbean,Upper middle income,2071000000,390353
TCD,Chad,2020-06-16,853,3,74,1,720,0,Sub-Saharan Africa,Low income,12547000000,15946876
IDN,Indonesia,2020-04-02,1790,113,170,13,112,9,East Asia & Pacific,Lower middle income,1208860000000,270625568
KHM,Cambodia,2020-03-07,1,0,0,0,1,0,East Asia & Pacific,Lower middle income,29309000000,16486542
MRT,Mauritania,2020-03-30,5,0,1,1,2,0,Sub-Saharan Africa,Lower middle income,5697000000,4525696
BTN,Bhutan,2020-06-19,68,1,0,0,28,3,South Asia,Lower middle income,2939000000,763092
BIH,Bosnia and Herzegovina,2020-05-15,2236,18,128,6,1336,64,Europe,Upper middle income,21343000000,3301000
AZE,Azerbaijan,2020-04-29,1766,49,23,1,1267,46,Europe,Upper middle income,47429000000,10047718
DJI,Djibouti,2020-04-29,1077,5,2,0,599,101,Middle East & North Africa,Lower middle income,2599000000,973560
CHN,China,2020-05-07,83975,5,4637,0,78977,48,East Asia & Pacific,Upper middle income,15468100000000,1433783686
CHN,China,2020-05-27,84106,3,4638,0,79367,9,East Asia & Pacific,Upper middle income,15468100000000,1433783686
COG,Congo (Brazzaville),2020-04-25,200,0,6,0,19,0,Sub-Saharan Africa,Low income,NULL,0
BTN,Bhutan,2020-06-16,67,0,0,0,24,2,South Asia,Lower middle income,2939000000,763092
CHN,China,2020-02-04,23680,3987,490,65,843,229,East Asia & Pacific,Upper middle income,15468100000000,1433783686
CHN,China,2020-03-04,80271,120,2981,36,49955,2551,East Asia & Pacific,Upper middle income,15468100000000,1433783686
CHN,China,2020-03-27,81897,115,3296,5,74714,539,East Asia & Pacific,Upper middle income,15468100000000,1433783686
CHN,China,2020-06-02,84161,7,4638,0,79400,2,East Asia & Pacific,Upper middle income,15468100000000,1433783686
RUS,Russia,2020-06-06,458102,8846,5717,197,220935,8698,Central Asia,Upper middle income,1667460000000,145872256
RWA,Rwanda,2020-03-29,70,10,0,0,0,0,Sub-Saharan Africa,Low income,11062000000,12626950
RWA,Rwanda,2020-04-24,176,22,0,0,87,0,Sub-Saharan Africa,Low income,11062000000,12626950
LCA,Saint Lucia,2020-03-30,9,0,0,0,1,0,Latin America & Caribbean,Upper middle income,2069000000,182790
ISR,Israel,2020-03-26,2693,324,8,3,68,10,Middle East & North Africa,High income,403961000000,8519377
ISR,Israel,2020-05-26,16757,23,281,0,14457,150,Middle East & North Africa,High income,403961000000,8519377
CZE,Czechia,2020-03-13,141,47,0,0,0,0,Europe,High income,259736000000,10689209
CZE,Czechia,2020-04-05,4587,115,67,8,96,18,Europe,High income,259736000000,10689209
CZE,Czechia,2020-06-05,9529,35,327,1,6881,72,Europe,High income,259736000000,10689209
CZE,Czechia,2020-06-08,9697,69,328,1,6994,103,Europe,High income,259736000000,10689209
DJI,Djibouti,2020-03-31,30,12,0,0,0,0,Middle East & North Africa,Lower middle income,2599000000,973560
DOM,Dominican Republic,2020-04-12,2967,208,173,38,131,23,Latin America & Caribbean,Upper middle income,90459000000,10738958
AZE,Azerbaijan,2020-03-05,6,3,0,0,0,0,Europe,Upper middle income,47429000000,10047718
AZE,Azerbaijan,2020-04-06,641,57,7,0,44,12,Europe,Upper middle income,47429000000,10047718
GTM,Guatemala,2020-04-02,47,8,1,0,12,0,Latin America & Caribbean,Upper middle income,87629000000,17581472
GTM,Guatemala,2020-04-08,87,10,3,0,17,0,Latin America & Caribbean,Upper middle income,87629000000,17581472
GTM,Guatemala,2020-05-01,644,45,16,0,72,6,Latin America & Caribbean,Upper middle income,87629000000,17581472
KWT,Kuwait,2020-05-12,10277,991,75,10,3101,194,Middle East & North Africa,High income,142999000000,4207083
CRI,Costa Rica,2020-06-11,1538,77,12,0,722,0,Latin America & Caribbean,Upper middle income,63460000000,5047561
CRI,Costa Rica,2020-06-14,1715,53,12,0,752,9,Latin America & Caribbean,Upper middle income,63460000000,5047561
GAB,Gabon,2020-03-25,6,0,1,0,0,0,Sub-Saharan Africa,Upper middle income,17893000000,2172579
GAB,Gabon,2020-03-28,7,0,1,0,0,0,Sub-Saharan Africa,Upper middle income,17893000000,2172579
GAB,Gabon,2020-05-25,2135,201,14,2,562,103,Sub-Saharan Africa,Upper middle income,17893000000,2172579
TUN,Tunisia,2020-03-19,39,10,1,1,0,0,Middle East & North Africa,Lower middle income,35150000000,11694719
TUN,Tunisia,2020-04-14,747,21,34,0,43,0,Middle East & North Africa,Lower middle income,35150000000,11694719
TUN,Tunisia,2020-04-20,884,5,38,0,148,105,Middle East & North Africa,Lower middle income,35150000000,11694719
TUN,Tunisia,2020-05-22,1048,2,47,0,903,20,Middle East & North Africa,Lower middle income,35150000000,11694719
CRI,Costa Rica,2020-06-17,1871,75,12,0,899,105,Latin America & Caribbean,Upper middle income,63460000000,5047561
GAB,Gabon,2020-05-28,2431,112,14,0,668,37,Sub-Saharan Africa,Upper middle income,17893000000,2172579
HTI,Haiti,2020-03-20,2,2,0,0,0,0,Latin America & Caribbean,Low income,9648000000,11263770
LBN,Lebanon,2020-02-22,1,0,0,0,0,0,Middle East & North Africa,Upper middle income,60620000000,6855713
LBN,Lebanon,2020-04-14,641,9,21,1,80,0,Middle East & North Africa,Upper middle income,60620000000,6855713
LBN,Lebanon,2020-05-19,954,23,26,0,251,0,Middle East & North Africa,Upper middle income,60620000000,6855713
LBN,Lebanon,2020-05-22,1086,62,26,0,663,0,Middle East & North Africa,Upper middle income,60620000000,6855713
CPV,Cape Verde,2020-03-25,4,1,1,0,0,0,Sub-Saharan Africa,Lower middle income,2208000000,549935
CPV,Cape Verde,2020-05-31,435,14,4,0,193,26,Sub-Saharan Africa,Lower middle income,2208000000,549935
TZA,Tanzania,2020-03-31,19,0,1,1,1,0,Sub-Saharan Africa,Low income,64888000000,58005463
TZA,Tanzania,2020-05-28,509,0,21,0,183,0,Sub-Saharan Africa,Low income,64888000000,58005463
MUS,Mauritius,2020-03-25,48,6,2,0,0,0,Sub-Saharan Africa,Upper middle income,15757000000,1198575
MUS,Mauritius,2020-06-17,337,0,10,0,325,0,Sub-Saharan Africa,Upper middle income,15757000000,1198575
MNG,Mongolia,2020-03-22,10,0,0,0,0,0,Central Asia,Lower middle income,14960000000,3225167
MNG,Mongolia,2020-04-23,36,1,0,0,9,1,Central Asia,Lower middle income,14960000000,3225167
UGA,Uganda,2020-03-23,9,8,0,0,0,0,Sub-Saharan Africa,Low income,33620000000,44269594
UGA,Uganda,2020-04-27,79,0,0,0,47,1,Sub-Saharan Africa,Low income,33620000000,44269594
UGA,Uganda,2020-05-17,227,0,0,0,63,0,Sub-Saharan Africa,Low income,33620000000,44269594
UKR,Ukraine,2020-03-20,29,13,3,1,0,0,Europe,Lower middle income,147170000000,43993638
HUN,Hungary,2020-03-21,103,18,4,1,7,5,Europe,High income,177734000000,9684679
HUN,Hungary,2020-04-25,2443,0,262,0,458,0,Europe,High income,177734000000,9684679
UZB,Uzbekistan,2020-03-30,149,5,2,0,7,0,Central Asia,Lower middle income,55482000000,32981716
ZAF,South Africa,2020-05-10,10015,595,194,8,4173,190,Sub-Saharan Africa,Upper middle income,386727000000,58558270
ZAF,South Africa,2020-06-08,50879,2594,1080,82,26099,1735,Sub-Saharan Africa,Upper middle income,386727000000,58558270
UZB,Uzbekistan,2020-04-28,1939,35,8,0,992,100,Central Asia,Lower middle income,55482000000,32981716
UZB,Uzbekistan,2020-05-27,3369,79,14,0,2668,32,Central Asia,Lower middle income,55482000000,32981716
ZAF,South Africa,2020-04-14,2415,143,27,0,410,0,Sub-Saharan Africa,Upper middle income,386727000000,58558270
ZAF,South Africa,2020-06-11,58568,3147,1284,74,33252,1747,Sub-Saharan Africa,Upper middle income,386727000000,58558270
UZB,Uzbekistan,2020-04-25,1862,58,8,0,707,86,Central Asia,Lower middle income,55482000000,32981716
UZB,Uzbekistan,2020-05-24,3164,49,13,0,2565,33,Central Asia,Lower middle income,55482000000,32981716
UZB,Uzbekistan,2020-05-04,2189,40,10,0,1405,86,Central Asia,Lower middle income,55482000000,32981716
GBR,United Kingdom,2020-04-16,104145,4662,13759,865,375,7,Europe,High income,2927080000000,67530172
GBR,United Kingdom,2020-04-22,134638,4466,18151,773,683,45,Europe,High income,2927080000000,67530172
GBR,United Kingdom,2020-05-15,238004,3564,34078,385,1047,4,Europe,High income,2927080000000,67530172
URY,Uruguay,2020-03-18,50,21,0,0,0,0,Latin America & Caribbean,High income,63421000000,3461734
URY,Uruguay,2020-03-21,110,16,0,0,0,0,Latin America & Caribbean,High income,63421000000,3461734
URY,Uruguay,2020-04-22,543,8,12,1,324,11,Latin America & Caribbean,High income,63421000000,3461734
URY,Uruguay,2020-05-18,737,3,20,0,569,5,Latin America & Caribbean,High income,63421000000,3461734
SYR,Syria,2020-05-18,58,0,3,0,36,0,Middle East & North Africa,Low income,22163075121,17070135
ROU,Romania,2020-03-15,131,8,0,0,9,0,Europe,Upper middle income,263133000000,19364557
SYR,Syria,2020-06-13,170,6,6,0,71,3,Middle East & North Africa,Low income,22163075121,17070135
GBR,United Kingdom,2020-02-15,9,0,0,0,1,0,Europe,High income,2927080000000,67530172
VCT,Saint Vincent and the Grenadines,2020-05-14,17,0,0,0,12,0,Latin America & Caribbean,Upper middle income,903000000,110589
VCT,Saint Vincent and the Grenadines,2020-06-06,26,0,0,0,15,0,Latin America & Caribbean,Upper middle income,903000000,110589
SDN,Sudan,2020-03-17,1,0,1,0,0,0,Sub-Saharan Africa,Lower middle income,82887395895,42813238
SDN,Sudan,2020-04-06,12,0,2,0,2,0,Sub-Saharan Africa,Lower middle income,82887395895,42813238
SDN,Sudan,2020-05-08,1111,181,59,7,102,10,Sub-Saharan Africa,Lower middle income,82887395895,42813238
SDN,Sudan,2020-06-12,6879,149,433,20,2416,138,Sub-Saharan Africa,Lower middle income,82887395895,42813238
GBR,United Kingdom,2020-03-21,5067,1053,234,56,67,0,Europe,High income,2927080000000,67530172
GBR,United Kingdom,2020-03-24,8164,1438,423,87,140,0,Europe,High income,2927080000000,67530172
GBR,United Kingdom,2020-04-19,121172,5858,16095,597,436,22,Europe,High income,2927080000000,67530172
HUN,Hungary,2020-05-21,3641,43,473,3,1509,55,Europe,High income,177734000000,9684679
GNQ,Guinea,2020-04-27,1163,167,7,0,246,38,Sub-Saharan Africa,Low income,13603000000,12771246
GNQ,Guinea,2020-05-20,2863,0,18,0,1525,0,Sub-Saharan Africa,Low income,13603000000,12771246
GNQ,Guinea,2020-05-26,3275,0,20,0,1673,0,Sub-Saharan Africa,Low income,13603000000,12771246
GNQ,Guinea,2020-06-18,4841,173,26,0,3467,103,Sub-Saharan Africa,Low income,13603000000,12771246
NIU,North Macedonia,2020-03-26,201,24,3,0,3,2,Europe,Upper middle income,13700000000,2083459
TTO,Trinidad and Tobago,2020-03-21,49,40,0,0,1,1,Latin America & Caribbean,High income,23235000000,1394973
TTO,Trinidad and Tobago,2020-06-13,117,0,8,0,109,0,Latin America & Caribbean,High income,23235000000,1394973
TTO,Trinidad and Tobago,2020-06-16,123,0,8,0,109,0,Latin America & Caribbean,High income,23235000000,1394973
UGA,Uganda,2020-04-18,55,0,0,0,22,2,Sub-Saharan Africa,Low income,33620000000,44269594
UKR,Ukraine,2020-05-14,16847,422,456,17,4143,427,Europe,Lower middle income,147170000000,43993638
TTO,Trinidad and Tobago,2020-03-24,57,6,0,0,0,0,Latin America & Caribbean,High income,23235000000,1394973
TTO,Trinidad and Tobago,2020-04-19,114,0,8,0,21,0,Latin America & Caribbean,High income,23235000000,1394973
TTO,Trinidad and Tobago,2020-05-18,116,0,8,0,107,0,Latin America & Caribbean,High income,23235000000,1394973
NIU,North Macedonia,2020-03-20,67,19,0,0,1,0,Europe,Upper middle income,13700000000,2083459
NIU,North Macedonia,2020-05-23,1941,20,113,1,1411,24,Europe,Upper middle income,13700000000,2083459
Republic of the Congo,Republic of the Congo,2020-03-19,0,0,0,0,0,0,Sub-Saharan Africa,NULL,NULL,NULL
TTO,Trinidad and Tobago,2020-04-13,113,0,8,0,16,0,Latin America & Caribbean,High income,23235000000,1394973
MNG,Mongolia,2020-06-20,206,2,0,0,139,0,Central Asia,Lower middle income,14960000000,3225167
SYC,Seychelles,2020-05-22,11,0,0,0,11,0,Sub-Saharan Africa,High income,1739000000,97739
SYC,Seychelles,2020-05-25,11,0,0,0,11,0,Sub-Saharan Africa,High income,1739000000,97739
YEM,Yemen,2020-04-17,1,0,0,0,0,0,Middle East & North Africa,Low income,31385000000,29161922
YEM,Yemen,2020-04-23,1,0,0,0,0,0,Middle East & North Africa,Low income,31385000000,29161922
YEM,Yemen,2020-05-19,167,37,28,8,5,4,Middle East & North Africa,Low income,31385000000,29161922
SYC,Seychelles,2020-04-26,11,0,0,0,6,0,Sub-Saharan Africa,High income,1739000000,97739
UGA,Uganda,2020-03-26,14,0,0,0,0,0,Sub-Saharan Africa,Low income,33620000000,44269594
UGA,Uganda,2020-04-21,61,5,0,0,38,0,Sub-Saharan Africa,Low income,33620000000,44269594
GRC,Greece,2020-05-05,2642,10,146,0,1374,0,Europe,High income,230500000000,10473455
GRC,Greece,2020-05-08,2691,13,150,2,1374,0,Europe,High income,230500000000,10473455
GRC,Greece,2020-05-11,2726,10,151,0,1374,0,Europe,High income,230500000000,10473455
AZE,Azerbaijan,2020-05-01,1854,50,25,1,1365,40,Europe,Upper middle income,47429000000,10047718
AZE,Azerbaijan,2020-03-27,165,43,3,0,15,0,Europe,Upper middle income,47429000000,10047718
AZE,Azerbaijan,2020-03-30,273,64,4,0,26,11,Europe,Upper middle income,47429000000,10047718
AZE,Azerbaijan,2020-05-04,1984,52,26,1,1480,39,Europe,Upper middle income,47429000000,10047718
AZE,Azerbaijan,2020-05-24,4122,140,49,0,2607,101,Europe,Upper middle income,47429000000,10047718
AZE,Azerbaijan,2020-05-27,4568,165,54,2,2897,78,Europe,Upper middle income,47429000000,10047718
AZE,Azerbaijan,2020-03-04,3,0,0,0,0,0,Europe,Upper middle income,47429000000,10047718
BLR,Belarus,2020-06-11,51816,750,293,5,26643,976,Europe,Upper middle income,63664000000,9452411
BLZ,Belize,2020-04-29,18,0,2,0,9,0,Latin America & Caribbean,Upper middle income,2071000000,390353
BLZ,Belize,2020-05-31,18,0,2,0,16,0,Latin America & Caribbean,Upper middle income,2071000000,390353
GEO,Georgia,2020-04-13,272,15,3,0,68,1,Europe,Upper middle income,18888000000,3996765
GEO,Georgia,2020-04-22,416,8,5,1,107,10,Europe,Upper middle income,18888000000,3996765
GEO,Georgia,2020-05-24,730,2,12,0,522,13,Europe,Upper middle income,18888000000,3996765
BLR,Belarus,2020-05-07,20168,913,116,4,5067,679,Europe,Upper middle income,63664000000,9452411
BLR,Belarus,2020-03-10,9,3,0,0,3,2,Europe,Upper middle income,63664000000,9452411
BLR,Belarus,2020-03-13,27,15,0,0,3,0,Europe,Upper middle income,63664000000,9452411
BLZ,Belize,2020-05-28,18,0,2,0,16,0,Latin America & Caribbean,Upper middle income,2071000000,390353
IND,India,2020-03-29,1024,37,27,3,95,11,South Asia,Lower middle income,3257720000000,1366417754
IND,India,2020-06-04,226713,9889,6363,275,108450,4379,South Asia,Lower middle income,3257720000000,1366417754
SWZ,Eswatini,2020-03-31,9,0,0,0,0,0,Sub-Saharan Africa,Lower middle income,4711000000,1148130
SWZ,Eswatini,2020-04-20,24,2,1,0,8,0,Sub-Saharan Africa,Lower middle income,4711000000,1148130
SWZ,Eswatini,2020-04-29,91,20,1,0,10,0,Sub-Saharan Africa,Lower middle income,4711000000,1148130
SWZ,Eswatini,2020-05-28,279,7,2,0,168,0,Sub-Saharan Africa,Lower middle income,4711000000,1148130
SWZ,Eswatini,2020-06-20,627,4,5,1,285,9,Sub-Saharan Africa,Lower middle income,4711000000,1148130
PNG,Papua New Guinea,2020-03-28,1,0,0,0,0,0,East Asia & Pacific,Lower middle income,22114000000,8776109
PNG,Papua New Guinea,2020-05-02,8,0,0,0,0,0,East Asia & Pacific,Lower middle income,22114000000,8776109
EGY,Egypt,2020-05-03,6465,272,429,14,1562,40,Middle East & North Africa,Lower middle income,331360000000,100388073
UZB,Uzbekistan,2020-04-14,1165,167,4,0,99,14,Central Asia,Lower middle income,55482000000,32981716
UZB,Uzbekistan,2020-05-13,2612,93,11,1,2076,66,Central Asia,Lower middle income,55482000000,32981716
NAM,Namibia,2020-03-19,3,1,0,0,0,0,Sub-Saharan Africa,Upper middle income,14627000000,2494530
IND,India,2020-04-01,1998,601,58,23,148,25,South Asia,Lower middle income,3257720000000,1366417754
IND,India,2020-04-04,3082,515,86,14,229,37,South Asia,Lower middle income,3257720000000,1366417754
IND,India,2020-02-06,3,0,0,0,0,0,South Asia,Lower middle income,3257720000000,1366417754
ZAF,South Africa,2020-06-17,80412,4078,1674,49,44331,2268,Sub-Saharan Africa,Upper middle income,386727000000,58558270
ZAF,South Africa,2020-06-20,92681,4966,1877,46,50326,2501,Sub-Saharan Africa,Upper middle income,386727000000,58558270
LKA,Sri Lanka,2020-03-03,1,0,0,0,1,0,South Asia,Upper middle income,89942000000,21323733
LVA,Latvia,2020-04-01,446,48,0,0,1,0,Europe,High income,38102000000,1906743
LVA,Latvia,2020-04-30,858,9,15,0,348,0,Europe,High income,38102000000,1906743
LVA,Latvia,2020-05-23,1046,16,22,0,712,0,Europe,High income,38102000000,1906743
LSO,Lesotho,2020-05-22,2,1,0,0,0,0,Sub-Saharan Africa,Lower middle income,2739000000,2108000
LVA,Latvia,2020-05-29,1064,3,24,0,745,4,Europe,High income,38102000000,1906743
LVA,Latvia,2020-06-21,1111,0,30,0,903,0,Europe,High income,38102000000,1906743
SAU,Saudi Arabia,2020-03-25,900,133,2,1,29,1,Middle East & North Africa,High income,790062000000,34268528
SAU,Saudi Arabia,2020-03-28,1203,99,4,1,37,2,Middle East & North Africa,High income,790062000000,34268528
GNB,Guinea-Bissau,2020-05-08,594,30,2,0,25,0,Sub-Saharan Africa,Low income,1669000000,1920922
CHL,Chile,2020-04-12,7213,286,80,7,2059,195,Latin America & Caribbean,High income,313561000000,18952038
CHL,Chile,2020-06-03,113628,4942,1275,87,21605,280,Latin America & Caribbean,High income,313561000000,18952038
CHL,Chile,2020-03-08,8,4,0,0,0,0,Latin America & Caribbean,High income,313561000000,18952038
CHL,Chile,2020-03-11,23,10,0,0,0,0,Latin America & Caribbean,High income,313561000000,18952038
JPN,Japan,2020-02-04,22,2,0,0,1,0,East Asia & Pacific,High income,5495420000000,126860301
JPN,Japan,2020-03-01,256,15,6,1,32,0,East Asia & Pacific,High income,5495420000000,126860301
JPN,Japan,2020-01-29,7,0,NULL,0,1,0,East Asia & Pacific,High income,5495420000000,126860301
JPN,Japan,2020-02-01,20,5,0,0,1,0,East Asia & Pacific,High income,5495420000000,126860301
JPN,Japan,2020-03-07,461,41,6,0,76,30,East Asia & Pacific,High income,5495420000000,126860301
JPN,Japan,2020-04-05,3139,0,77,0,514,0,East Asia & Pacific,High income,5495420000000,126860301
JPN,Japan,2020-04-28,13736,0,394,9,1899,0,East Asia & Pacific,High income,5495420000000,126860301
GNB,Guinea-Bissau,2020-06-12,1460,71,15,3,153,0,Sub-Saharan Africa,Low income,1669000000,1920922
TLS,East Timor,2020-06-02,24,0,0,0,24,0,East Asia & Pacific,NULL,NULL,NULL
HUN,Hungary,2020-03-07,4,2,0,0,0,0,Europe,High income,177734000000,9684679
HUN,Hungary,2020-05-04,3035,37,351,11,630,1,Europe,High income,177734000000,9684679
EGY,Egypt,2020-06-01,26384,1399,1005,46,6447,410,Middle East & North Africa,Lower middle income,331360000000,100388073
GRC,Greece,2020-04-29,2576,10,139,1,577,0,Europe,High income,230500000000,10473455
GRC,Greece,2020-05-02,2620,8,143,3,1374,0,Europe,High income,230500000000,10473455
LUX,Luxembourg,2020-02-29,1,1,0,0,0,0,Europe,High income,73693000000,615729
LUX,Luxembourg,2020-03-23,875,77,8,0,6,0,Europe,High income,73693000000,615729
LUX,Luxembourg,2020-03-26,1453,120,9,1,6,0,Europe,High income,73693000000,615729
LUX,Luxembourg,2020-04-24,3695,30,85,2,3007,2279,Europe,High income,73693000000,615729
LUX,Luxembourg,2020-05-29,4012,4,110,0,3815,12,Europe,High income,73693000000,615729
MMR,Burma,2020-04-27,146,0,5,0,16,6,East Asia & Pacific,Lower middle income,71403000000,54045420
MMR,Burma,2020-05-03,155,4,6,0,43,6,East Asia & Pacific,Lower middle income,71403000000,54045420
EGY,Egypt,2020-04-01,779,69,52,6,179,22,Middle East & North Africa,Lower middle income,331360000000,100388073
EGY,Egypt,2020-04-04,1070,85,71,5,241,25,Middle East & North Africa,Lower middle income,331360000000,100388073
EGY,Egypt,2020-04-07,1450,128,94,9,276,17,Middle East & North Africa,Lower middle income,331360000000,100388073
PNG,Papua New Guinea,2020-06-03,8,0,0,0,8,0,East Asia & Pacific,Lower middle income,22114000000,8776109
SAU,Saudi Arabia,2020-04-23,13930,1158,121,7,1925,113,Middle East & North Africa,High income,790062000000,34268528
SAU,Saudi Arabia,2020-04-26,17522,1223,139,3,2357,142,Middle East & North Africa,High income,790062000000,34268528
MEX,Mexico,2020-04-25,13842,970,1305,84,7149,0,Latin America & Caribbean,Upper middle income,1297750000000,127575529
PAN,Panama,2020-03-14,36,9,1,0,0,0,Latin America & Caribbean,High income,75494000000,4246439
PAN,Panama,2020-05-11,8616,168,249,5,4687,0,Latin America & Caribbean,High income,75494000000,4246439
PAN,Panama,2020-05-17,9606,157,275,6,6081,1,Latin America & Caribbean,High income,75494000000,4246439
MAR,Morocco,2020-03-23,143,28,4,0,5,2,Middle East & North Africa,Lower middle income,129056000000,36471769
MAR,Morocco,2020-04-15,2024,136,127,1,229,12,Middle East & North Africa,Lower middle income,129056000000,36471769
MOZ,Mozambique,2020-04-18,35,1,0,0,4,2,Sub-Saharan Africa,Low income,16294000000,30366036
MOZ,Mozambique,2020-06-12,509,20,2,0,145,1,Sub-Saharan Africa,Low income,16294000000,30366036
MOZ,Mozambique,2020-06-15,609,26,3,0,157,6,Sub-Saharan Africa,Low income,16294000000,30366036
